Tweet,Username,Date
Bumoto tayo para sa mga lider na may malasakit sa kalikasan. Ipaglaban ang kapaligiran! #Halalan2022 #Kalikasan,GreenVote,5/7/2022
Ang kabataan ay may malaking papel sa pagpapabago ng bansa. Bumoto para sa kanilang kinabukasan! #Halalan2022 #Kabataan,YouthEmpower,5/7/2022
Iwasan natin ang pagkalat ng kasinungalingan sa panahon ng halalan. Maging responsable sa pagbabahagi ng impormasyon. #Halalan2022,FactChecker,5/7/2022
"Mga kababayan, huwag tayong magpadala sa divisiveness. Sa halalan, tayo ay nagkakaisa para sa kabutihan ng bayan. #Halalan2022",UnityPH,5/7/2022
Bumoto tayo para sa mga lider na tunay na nagmamahal sa ating bayan. #Halalan2022 #Nagmamahal,LoveForPH,5/7/2022
Bumoto tayo para sa pagkakaisa at progreso ng ating bansa. #Halalan2022 #Pagkakaisa,UnityPH,5/1/2022
Ibigay natin ang ating suporta sa mga kandidatong may malasakit sa karapatan ng mga kababaihan. #Halalan2022 #Kababaihan,WomenEmpower,5/1/2022
Hindi tayo magiging biktima ng fake news. Maging mapanuri sa impormasyon! #Halalan2022 #FactCheck,TruthSeeker,5/1/2022
Magkaisa tayo sa pagtutol sa korapsyon. Bumoto para sa tapat na pamumuno! #Halalan2022 #TapatNaPamumuno,AntiCorruption,5/2/2022
Ibigay ang ating boses para sa mga lider na may plano sa ekonomiya. #Halalan2022 #Ekonomiya,EconomyMatters,5/2/2022
Hindi tayo dapat maging bulag sa mga isyung panlipunan. Alamin ang mga plataporma! #Halalan2022 #Plataporma,SocialIssues,5/2/2022
Bumoto tayo para sa pagkakapantay-pantay sa lipunan. #Halalan2022 #PantayPantay,EqualityPH,5/3/2022
"Sa darating na halalan, ang bawat boto ay may bigat. Gamitin ito ng may respeto sa kinabukasan. #Halalan2022 #Respeto",ResponsibleVote,5/3/2022
Iwasan natin ang negatibismo sa politika. Maging positibo tayo sa pagbabago. #Halalan2022 #Positibo,PositiveChange,5/3/2022
Magkaisa tayo para sa kapayapaan. Bumoto para sa mapayapang halalan. #Halalan2022 #Kapayapaan,PeaceAdvocate,5/4/2022
Ang mga kabataan ay may malaking papel sa pagpapabago ng bansa. Bumoto para sa kanilang kinabukasan! #Halalan2022 #Kabataan,YouthEmpower,5/4/2022
Iwasan natin ang pagkalat ng kasinungalingan sa panahon ng halalan. Maging responsable sa pagbabahagi ng impormasyon. #Halalan2022,TruthSeeker,5/4/2022
"Mga kababayan, huwag tayong magpadala sa divisiveness. Sa halalan, tayo ay nagkakaisa para sa kabutihan ng bayan. #Halalan2022",UnityPH,5/5/2022
Bumoto tayo para sa mga lider na may malasakit sa kalikasan. Ipaglaban ang kapaligiran! #Halalan2022 #Kalikasan,GreenVote,5/5/2022
Ang darating na halalan ay pagkakataon para magtulungan sa pag-angat ng ekonomiya ng bansa. #Halalan2022 #Ekonomiya,EconomyRising,5/5/2022
Bumoto tayo para sa mga lider na totoo at may malasakit sa mga sektor ng kalusugan. #Halalan2022 #Kalusugan,HealthCarePH,5/6/2022
"Sa halalan, pumili tayo ng mga lider na tunay na naglilingkod sa bayan. #Halalan2022 #Naglilingkod",PublicServant,5/6/2022
Bawat botante ay may papel sa pagpili ng mga lider ng bayan. #Halalan2022 #PapelNgBotante,CitizenRole,5/6/2022
Ito na ang panahon para baguhin ang takbo ng ating bansa. #Halalan2022 #BaguhinAngBansa,ChangePH,5/7/2022
Sana'y maging mapanuri tayo sa mga plataporma ng mga kandidato. #Halalan2022 #Mapanuri,InformedVote,5/7/2022
Bumoto tayo para sa mga lider na may malasakit sa ating mga magsasaka. #Halalan2022 #Magsasaka,FarmersAdvoc,5/7/2022
"Sa halalan, pumili tayo ng mga lider na may malasakit sa sektor ng edukasyon. #Halalan2022 #Edukasyon",EducationPH,5/7/2022
Bumoto tayo para sa mga lider na may malasakit sa kalikasan. Ipaglaban ang kapaligiran! #Halalan2022 #Kalikasan,GreenVote,5/7/2022
Ang kabataan ay may malaking papel sa pagpapabago ng bansa. Bumoto para sa kanilang kinabukasan! #Halalan2022 #Kabataan,YouthEmpower,5/7/2022
Iwasan natin ang pagkalat ng kasinungalingan sa panahon ng halalan. Maging responsable sa pagbabahagi ng impormasyon. #Halalan2022,FactChecker,5/7/2022
Ang eleksyon ay hindi lamang tungkol sa mga kandidato kundi pati na rin sa ating mga pangarap para sa bayan. 🗳️🇵🇭 #Halalan2022 #Pangarap,PangarapNgBayan4,5/1/2022
Democracy is about empowering the marginalized and ensuring their voices are heard. 🗳️🌍 #EmpowerTheMarginalized #Halalan2022,EmpowerPH,5/1/2022
"Sa eleksyon, ang bawat boto ay pagpapahayag ng ating mga pangarap at pangarap para sa ating bansa. 🗳️🇵🇭 #Halalan2022 #Pangarap",PangarapNgBayan5,5/2/2022
Let's vote for leaders who will champion women's rights and gender equality. 🗳️👩‍🦰 #GenderEquality #Halalan2022,GenderEqualityPH,5/2/2022
"Democracy is about unity and progress. Sa pagkakaisa, makakamtan natin ang kaunlaran. 🗳️🌞 #Halalan2022 #Pagkakaisa",BayanihanTayo7,5/3/2022
"LOOK: The Leni-Kiko tandem leads the top searched presidential and vice-presidential bets in the past weeks as of May 2, 2022, according to Google Trends. #BilangPilipino2022",PhilippineStar,5/2/2022
Today is the last day of the campaign period for the 2022 elections. #BilangPilipino2022,PhilippineStar,5/7/2022
Latest Social Engagement Scores show VP Leni pulling away from BBM. #PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022,wilsonchua,5/7/2022
Thousands participate in the UniTeam grand rally in Isabela on Sunday. (Photos courtesy of Uniteam BBM-Sara) #BilangPilipino2022,PhilippineStar,5/2/2022
"‘ANG SUWERTE KO. ANG SISIPAG NG MGA ANAK KO.’During the final stretch of the campaign, presidential aspirant Vice President Leni Robredo and daughters Aika and Tricia shared a sweet exchange of appreciation messages on Monday. #BilangPilipino2022",PhilippineStar,5/2/2022
"Getting ready for election day.#BilangPilipino2022 @News5PH",gretchenho,5/5/2022
"The hottest items for sale after the elections will be red #BBM tshirts and airline tickets.@bongbongmarcos#Halalan2022 #BilangPilipino2022 #Eleksyon2022",JstToTheQuick,5/5/2022
LOOK: Latest OCTA Research pre-election survey (Apr.22-25) on presidential race showing frontrunner Bongbong Marcos with 58% preferential rating or 33 points ahead of closest rival VP Leni Robredo’s 25% #BilangPilipino2022,PhilippineStar,5/5/2022
"Six days before the May 2022 elections, some presidents and education leaders from various universities and colleges in the country have officially endorsed the Leni-Kiko tandem.#BilangPilipino2022",PhilippineStar,5/3/2022
"‘IT DOES NOT END ON MAY 2022’With few days left before the national and local elections, actor Dingdong Dantes reminded Filipinos to be responsible in choosing their candidates, adding that their duty as a voter does not end on May 9, 2022.#BilangPilipino2022",PhilippineStar,5/3/2022
"Meting De Avance sa buong Pilipinas! Game! The Greatest fight of our generation!#LeniKikoAllTheWay2022 #MitingDeAvance #IpanaloNa10ToParaSaLahat #Eleksyon2022 #Halalan2022 #TheFilipinoVotes #BilangPilipino2022 #NCRCentralRally #Ayala #Makati #IsamaSiKiko",Bogzky,5/4/2022
"#Leni vows just wages now that she's begging for votes. In the 6 years she was VP she did nothing but complain and criticize, hence her ouster from the cabinet where she could have contributed to nation building. #Halalan2022 #BilangPilipino2022 #Eleksyon2022 #PHVote",JstToTheQuick,5/2/2022
"To my non-Filipino friends, I'm sure y'all have been seeing me share political posts here and there. The very reason is that this one is particularly crucial not just to me but to every Filipino there is. It will literally decide our fate for the next 6 years. #BilangPilipino2022",GenesisDraws,5/7/2022
"JUST IN: The influential Iglesia Ni Cristo, known for bloc voting of its members during elections, officially endorses the respective candidacies of Bongbong Marcos, Sara Duterte for president, vice president #BilangPilipino2022.",PhilippineStar,5/3/2022
"In a series of tweets, Robredo expressed her gratitude to her three daughters Aika, Tricia, and Jillian, who tirelessly do house-to-house campaigns separately. #BilangPilipino2022",meiyumei279,5/2/2022
"Thousands of supporters attend the UniTeam grand rally in Ilagan, Isabela on Sunday. (Photos by KJ Rosales/The Philippine STAR) #BilangPilipino2022",JennyBlakeney6,5/2/2022
READ: Statement of Bongbong Marcos’ spokesman Atty. Vic Rodriguez rejecting challenge of Vice President Leni Robredo to a one-on-one debate #BilangPilipino2022 | via Edu Punay,BeauSoul,4/29/2022
"LOOK: Latest Pulse Asia survey released about a week before the polls shows Bongbong Marcos and Sara Duterte keeping their strong lead in presidential, VP races with respective preferential ratings of 56% and 55% #BilangPilipino2022 | @edupunay",PhilippineStar,5/2/2022
"Animo La Salle!!!!! 💓💓💓 Such a powerful message from our esteemed DLSU President, Br. Bernard Oca FSC. 🏹💚#BilangPilipino2022 #LeniKikoAllTheWay2022",MHelvz03,5/4/2022
#IpanaloNa10ParaSaLahat is one of the official campaign hashtags of the Leni-Kiko tandem. #BilangPilipino2022,PhilippineStar,5/3/2022
House Majority Leader and Lakas - CMD president Martin Romualdez sees landslide victory of Bongbong Marcos and Sara Duterte tandem #BilangPilipino2022 @PhilippineStar,edupunay,5/7/2022
"""The power of one, if fearless and focused, is formidable, but the power of many working together is better""- Gloria Macapagal-Arroyo, 14th President of the Republic of the Philippines (2001-2010)#BilangPilipino2022",KapatidInsider,5/5/2022
"In a series of tweets, Robredo expressed her gratitude to her three daughters Aika, Tricia, and Jillian, who tirelessly do house-to-house campaigns separately. #BilangPilipino2022",PhilippineStar,5/2/2022
"i pray that as voters, we don't sleep on good governance. I hope people see the light and give Panelo, Teodoro, Piñol Roque and Gadon a chance.we need great minds in the Senate.#Halalan2022 #BilangPilipino2022 #Eleksyon2022",MekanikongMulat,5/4/2022
"Kakampinks, let’s only share Leni-Kiko content and all Senators! Share fact checking posts but no more Marcos content. We already shared enough. Now let us share VPL’s platform. Laban! #LeniKikoAllTheWay #LetLeniLead #LeniLiwanagSaDilim #BilangPilipino2022 #Election2022PH",feiyie,5/4/2022
"HAPPENING NOW: Election Monitoring Training for Youth & Young AdultBantayan natin ang ating boto ngayong eleksyon.#Halalan2022 #Eleksyon2022 #BilangPilipino2022 #TheFilipinoVotes #VoteSafePilipinas #BumotoKa #NLE2022",opentablemccph,5/4/2022
"Members of the Board Exam Topnotchers for Leni, with 477 signatories, officially endorsed presidential bet VP Leni Robredo and running mate Senator Kiko Pangilinan on Thursday, four days before the May 2022 polls. #BilangPilipino2022 (Facebook/Board Exam Topnotchers for Leni)",PhilippineStar,5/5/2022
"Thank you Comm Bulay.Directors James Jimenez and Frances Arabe are recommended to be temporarily relieved of their functions involving media relations and exposure.🇵🇭Just sack them already.#Comelec #Halalan2022 #Eleksyon2022 #BilangPilipino2022",queenclaireg,4/29/2022
"Latest social engagement scores for VP race shows Kiko P. pulling away from Sara. #PHVote2022 #Halalan2022 #halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022",wilsonchua,5/7/2022
"The religious group also declared support for senatoriables Win Gatchalian, Loren Legarda, Robin Padilla, Joel Villanueva, Mark Villar, and Migz Zubiri. #BilangPilipino2022",PhilippineStar,5/3/2022
"HINDING-HINDI KAYO TATALIKURAN NG ANAK NG BAYAN'Senatorial candidate Robin Padilla sympathized with fellow senatorial bet Loren Legarda, who was recently condemned by her son for being an ally of the Marcos-Duterte tandem.#BilangPilipino2022",PhilippineStar,5/6/2022
"No need to fight with anyoneFollow your heartChoose who you wantNo right and wrong voteThats why its called a vote4 days left til elections day!Are you ready?#BilangPilipino2022 #HalalanPH #HIJAlalan2022 #Halalan2022 #ctto #photonotMine",xandz34,5/5/2022
"Rather than feel apprehensive about plans for massive cheating on May 9, I tried to find a scientific explanation as to why the ""False Asia"" survey results are hard to believe. Finally found this https://m.facebook.com/story.php?story_fbid=10166156244215103&id=657340102… #BilangPilipino2022",nadineledesma_,5/2/2022
"Thousands of supporters take part in the Cavite grand rally of the Leni-Kiko tandem on Sunday night. The final crowd estimate is 100,000, according to local PNP and organizers. (Photos from Team Kiko) #BilangPilipino2022",PhilippineStar,5/2/2022
"National Artists Ben Cabrera, Kidlat Tahimik and Virgilio Almario reaffirm their endorsement for the Leni-Kiko Tandem during the grand rally on Monday in Baguio City. (Photos by Michael Varcas/The Philippine STAR) #BilangPilipino2022",PhilippineStar,5/3/2022
"Lord thank you. I have been praying for this. Actually I fervently prayed that James Jimenez will be sacked from his position ASAP. We, the Filipinos, deserve a clean election.PS.I also prayed for a clean-looking spox.#Halalan2022 #Eleksyon2022 #BilangPilipino2022 #comelec",queenclaireg,4/29/2022
"Presidential bet Ferdinand “Bongbong” Marcos Jr. and running mate Davao City Mayor Sara Duterte-Carpio maintained their lead in the latest pre-election Tugon ng Masa survey conducted by the Octa Research Group last April 22 to 25, 2022. #BilangPilipino2022",PhilippineStar,5/5/2022
READ: Statement of Bongbong Marcos' camp on the endorsement of MNLF led by chairman Nur Misuari. #BilangPilipino2022,for__keeps,5/4/2022
"Astonishing level of self confidence. @lenirobredo's approval & trust rating as VP is already a manifestation that Filipinos do not like her moreso of being proud because of her. #KayLeniTalo#KayLeniPatayTayo #BilangPilipino2022 #BBMSaraUNITEAM #Halalan2022",nueve_mar_esod,5/3/2022
"I am no self-righteous but as a citizen of the Republic of the Philippines I demand accountability, I demand transparency, I demand decency, I demand security! 🌸💖 Let Leni Robredo Lead our beloved homeland 🇵🇭 #Ipana7oNa10to #KulayRosasAngBukas #BilangPilipino2022",mbesteves1,5/4/2022
Son of Marcos as President and daughter of Dutarte as Vice President: Fantastic recipe for the Philippines from next week? Perfect combination. #BilangPilipino2022 #PhilippineElection2022,rkalansooriya,5/3/2022
"Download the app or visit http://cignalplay.com *Available for PH only#BilangPilipino2022 #TaraSaCignalPlay #StreamAwesome",CignalPlay,5/4/2022
"Smile! Because he didn't return the #PDAF loot! Because he thinks the sincerely ignorant and consciencely stupid will still vote for him!#BilangPilipino2022 #Corrupt #phpoliticians",CarmelaZabala,5/5/2022
"📷 To Gen Z: #BilangPilipino2022 #Halalan2022 #Election2022 #Elections2022 #Eleksyon2022 Relate much. Specially about the discotheque at the Intercontinental Hotel in Makati (now closed) when Ferdinand Marcos, Jr. was there. The place has...",junisidro,5/6/2022
"Presidential frontrunner Ferdinand ""Bongbong"" Marcos Jr. says focus of UniTeam’s campaign now shifts to vote protection #BilangPilipino2022",PhilippineStar,5/6/2022
LOOK: Latest Laylo Report on vice presidential preference (taken Apr.14-20) shows Uniteam VP bet Mayor Inday Sara Duterte maintaining a strong lead with 62% preferential rating or 44% higher than the 18% of Senate President Vicente Tito Sotto. #BilangPilipino2022,for__keeps,4/30/2022
"“Let us choose candidates who have platforms that advance the interests of the poor and socially excluded,” they added. #BilangPilipino2022 (Facebook/UP Diliman)",PhilippineStar,5/4/2022
"Good morning #Philippines ☀️🇵🇭Today's frontpage May 7, 2022. #PH news headlines on the last day of the election campaign period. Praying for honest and peaceful elections on Monday, May 9 🙏#BilangPilipino2022 #Halalan2022 #Election2022 #Elections2022 #Eleksyon2022",junisidro,5/7/2022
The Lacson-Sotto tandem participates in a motorcade in different areas in Metro Manila on Sunday. (Facebook/Ping Lacson) #BilangPilipino2022,PhilippineStar,5/2/2022
"Malacañang declares May 9, 2022 a special non-working holiday throughout the country #BilangPilipino2022 @News5PH@onenewsph",halili_maricel,5/5/2022
Mangondato says he wants more budget for the country's agriculture sector. #BilangPilipino2022,PhilippineStar,5/4/2022
"The camp of presidential bet Vice President Leni Robredo has filed cyberlibel and libel complaints against the writer and editors of People’s Journal, People’s Journal Tonight, and the owner of http://journalnews.com.ph. #BilangPilipino2022",PhilstarNews,5/6/2022
Presidential hopeful Manny Pacquiao on Sunday thanked his supporters who took part in his campaign sorties in Leyte. (Facebook/Manny Pacquiao) #BilangPilipino2022,PhilippineStar,5/2/2022
READ: Statement of Bongbong Marcos' camp on the endorsement of MNLF led by chairman Nur Misuari #BilangPilipino2022,PhilippineStar,5/4/2022
Marcos: We are coordinating with our groups all over the country to ensure honest and orderly conduct of our election. Let us protect our votes and not allow them to be stolen again #BilangPilipino2022,PhilippineStar,5/6/2022
"Ted Failon, News5 Head Luchi Cruz-Valdes and our CEO Robert Galang in the house! 🙌🏻💪🏻 #BilangPilipino2022 @News5PH@onenewsph",gretchenho,5/6/2022
"LOOK | Scenes here at Quezon City for Aksyon Demokratiko’s motorcade. Presidential candidate, Isko Moreno, was not in attendance. Doc Willie Ong and the rest of the senatorial bets headed the convoy. @News5PH@onenewsph#BilangPilipino2022",martie_bautista,5/2/2022
"LOOK: Presidential frontrunner Bongbong Marcos, VP frontrunner Sara Duterte meet with local officials in Guimbal town in Iloilo before joining miting de avance #BilangPilipino2022",PhilippineStar,5/3/2022
Marcos also confirms he doesn’t sleep with the enemies of the state in his presidency bid #BilangPilipino2022,PhilippineStar,5/6/2022
"Presidential aspirant Maila Mayor Isko Moreno, his running mate Doc Willie Ong, and their senatorial slate received a warm welcome from their supporters during a campaign sortie in Sogod, Southern Leyte on Thursday. #BilangPilipino2022",PhilippineStar,5/5/2022
"Supporters waiting patiently for a chance to see their favorite party members. Most cheering with Isko’s staple “two joints” sign. Some of them expressed disappointment that Isko Moreno was not present in the convoy. @News5PH@onenewsph#BilangPilipino2022",martie_bautista,5/2/2022
"Lacson: Instead of speculating, it is best for me to just wait for the May 9 election results which is not too long a wait after all. #BilangPilipino2022",PhilippineStar,5/3/2022
"In UniTeam miting de avance in Tagum City, senatorial bet and actor Robin Padilla defends fellow candidate Loren Legarda who was attacked by her son for supporting UniTeam #BilangPilipino2022",PhilippineStar,5/6/2022
"...Her numbers remain encouraging, even if the survey does not yet capture the series of massive rallies from mid April onwards, including the record breaking 400k+ Pasay Rally on April 23,” Gutierrez said in a statement. #BilangPilipino2022",PhilippineStar,5/2/2022
"Religious leaders, poll watchdogs call for a peaceful, honest 2022 elections @News5PH@onenewsph#BilangPilipino2022",JCCosico,5/6/2022
"LOOK | Nandito na si yorme! Presidential candidate, Isko Moreno, finally steps out to greet a roaring crowd for the ISKOncert here in Lingayen, Pangasinan. @News5PH@onenewsph#BilangPilipino2022",martie_bautista,4/30/2022
"Here are guidelines on some changes in Makati City in preparation for the miting de avance of Leni-Kiko tandem on Saturday, May 7: #BilangPilipino2022",interaksyon,5/6/2022
Around 65.72 million Filipinos would be casting their votes on May 9. 🗳️ #BilangPilipino2022,PhilippineStar,5/2/2022
"They also signed a statement calling for vigilance for the 2022 national and local elections @News5PH@onenewsph#BilangPilipino2022",JCCosico,5/6/2022
Behind a popular candidate is a person who’s taking charge of their respective campaigns. #BilangPilipino2022,PhilippineStar,5/5/2022
David said that his outright declaration of support for Robredo and Sotto stemmed from his objective of preventing a Marcos Jr. - Duterte administration for the next six years. #BilangPilipino2022,PhilippineStar,5/6/2022
"WATCH: TV host Vic Sotto introduces to Cavite crowd the Lacson-Sotto tandem, during their meeting de avance this evening @News5PH
@onenewsph
#BilangPilipino2022",maeannelosbanos,5/6/2022
"In an interview with CNN Philippines, presidential candidate Ferdinand ""Bongbong"" Marcos Jr. explains how having a life of privilege shaped the way he is today. #BilangPilipino2022",PhilstarNews,4/27/2022
"Bongbong Marcos to skip Comelec presidential interviews due to tight campaign schedule in few remaining days before the May 9 polls, says spokesman Atty. Vic Rodriguez #BilangPilipino2022",PhilippineStar,4/27/2022
"It really reeks of bias, favoritism and positive confirmation on the chances of the #2 candidate per trad survey. The hosts are really a covert ABM people. #Eleksyon2022 #Halalan2022 #BilangPilipino2022",DelanoFrodo,4/27/2022
"Vice President Leni Robredo said there is no need for Mayor Benjamin Magalong to apologize, stressing that the heckling incident in Baguio City ""does not diminish our love and respect for the people of Baguio."" #BilangPilipino2022",PhilippineStar,4/27/2022
"JUST IN: Deputy Speaker Rodante Marcoleta withdraws from the Senate race, Comelec Commissioner George Garcia confirms. #BilangPilipino2022",PhilippineStar,4/27/2022
"@COMELEC
a live debate na lang between top 2 candidates sa survey na lang please! #BilangPilipino2022 #Halalan2022 #LeniKiko2022 #BBMSaraUNITEAM #GobyernongTapatAngatBuhayLahat",christinejaccc,4/27/2022
"#VicePresident #LeniRobredo said there is no need for #Mayor #Benjamin Magalong to #apologize, stressing that the heckling incident in #baguioCity ""does not diminish our love and respect for the people of Baguio."" #BilangPilipino2022",ReddySalina,4/27/2022
"Baguio City Mayor Benjamin Magalong extended an apology to Jillian Robredo, daughter of Vice President Leni Robredo, following a heckling incident at the Baguio City Market. #BilangPilipino2022",PhilippineStar,4/27/2022
"Possible endorsement of Bongbong Marcos by President Duterte in the planned joint UniTeam-PDP Laban rally in the works, Cabinet Secretary and PDP SecGen Melvin Matibag reveals to @PhilippineStar
#BilangPilipino2022",edupunay,4/28/2022
"Kung undecided ka pa rin, you may check the profile of the candidates here 👉: https://news.tv5.com.ph/bilangpilipino/candidates/president/montemayor-jose-jr… #BilangPilipino2022",camillesmnte,4/27/2022
Nice noice! 👏🏻👏🏻👏🏻 savage! 🥳🥳✌🏼✌🏼👊🏼👊🏼❤️❤️💚💚 #BBMForPresident #BBMSARA2022 #BilangPilipino2022 #hypeman #VivaBBMSARA #Halalan2022,Dy_dee12,4/27/2022
"Earlier, crowd went wild during the performance of actress Nadine Lustre, known online as “President Nadine.” #BilangPilipino2022",PhilippineStar,4/27/2022
"Watching The Chiefs in One News, it seems the hosts (maybe the ms media) are suffering from confirmation bias against traditional survey firms. It seems to me that they are painting a doubt on the credibility on these firms. #Eleksyon2022 #Halalan2022 #BilangPilipino2022",DelanoFrodo,4/27/2022
"I feel something is fishy about the whole incident 🧐
#BilangPilipino2022 #Halalan202",christinejaccc,4/27/2022
"I hope Gibo Teodoro will be elected as Senator on May 9. Kahit na pang-12 lang siya, okay na yun.
#Eleksyon2022 #Halalan2022 #BilangPilipino2022",DelanoFrodo,4/27/2022
"BREAKING: Senate Majority Leader Migz Zubiri has been dropped from Vice President Leni Robredo's ticket due to his 'open endorsement of another presidential candidate,' Robredo's spokesperson Barry Gutierrez confirms. #BilangPilipino2022",PhilippineStar,4/27/2022
"Ako ay bumoto, #BilangPilipino 🇵🇭
Local Absentee Voting for NCR Media #BilangPilipino2022",jovefrancisco,4/28/2022
"residential candidate and labor leader Ka @LeodyManggagawa
, senatorial candidate @LukeEspirituPH
, together with energy advocacy and consumer groups, file complaint before DOE, questioning high electricity rates in Mindanao @News5PH
@onenewsph
#BilangPilipino2022",JCCosico,4/27/2022
Re-electionist Bulacan Gov. Daniel Fernando welcomes Vice President Leni Robredo during the Republika 2.0 grand rally here in Malolos City. Fernando earlier endorsed Robredo’s presidential bid. #BilangPilipino2022,PhilippineStar,4/27/2022
"Sa panayam ng CNN Philippines, ibinahagi ni presidential candidate Manila Mayor Isko Moreno ang kaniyang mararamdaman at gagawin kung hindi siya ang manalo sa 2022 elections. #BilangPilipino2022",News5PH,4/28/2022
"Sharon Cuneta (
@sharon_cuneta12
) decries latest vandalism of Leni-Kiko mural in Navotas. She encourages supporters to remain unfazed by such attacks. #BilangPilipino2022 | @rosette_adel",PhilstarNews,4/27/2022
First day of local absentee voting 🗳✅ Please vote wisely! Pagisipan at ipagdasal natin maigi kung sino ang karapat-dapat na iluklok sa puwesto 🇵🇭 #BilangPilipino2022,camillesmnte,4/27/2022
"Comedian and multimedia artist Vice Ganda also made a surprise appearance to reiterate his support for Robredo. Voting for Robredo is a win for “Madlang Pink-ple,” he says. #BilangPilipino2022",PhilippineStar,4/27/2022
"Vice President Leni Robredo returns to Bulacan today, one of the most vote-rich provinces in the country. She is set to speak before supporters here in Baliuag before her grand rally in Malolos City. #BilangPilipino2022",PhilippineStar,4/27/2022
Matibag: We’re planning it (joint rally of UniTeam and PDP-Laban) but we still need to fix the schedule. Hopefully PRRD (President Duterte) will attend #BilangPilipino2022,PhilippineStar,4/28/2022
"Marcos: As chair of PDP, he allowed the release of the party’s endorsement for me and Inday Sara. So for me tacit endorsement na yun #BilangPilipino2022",PhilippineStar,4/27/2022
"Matibag: We are hoping that it (endorsement) will happen… Anyway we already talked about it, that’s I’m here joining (in CDO UniTeam rally). We’re really supporting the UniTeam #BilangPilipino2022 @PhilippineStar",edupunay,4/28/2022
"The three-day local absentee voting for the 2022 Philippine elections starts today until Friday, April 27-29, 2022.
There are 84,357 approved local absentee voters, according to the Commission on Elections. #BilangPilipino2022",PhilippineStar,4/27/2022
Presidential frontrunner Bongbong Marcos says he already has ‘tacit endorsement’ from President Duterte with PDP-Laban Cusi wing backing. #BilangPilipino2022,PhilippineStar,4/27/2022
"Rodriguez says the interviews would have been the format they preferred, not the ‘noisy, confrontational debates’ #BilangPilipino2022",PhilippineStar,4/27/2022
READ: Statement of Bongbong Marcos camp on withdrawal of UniTeam senatorial bet House Deputy Speaker Rodante Marcoleta #BilangPilipino2022,PhilippineStar,4/28/2022
"""Mas damihan ang pag-iikot sa ground"", ito ang tugon ni Sen. @MannyPacquiao
kung paano susulitin ang nalalabing araw ng pangangampanya. Kaya naman nag-motorcade ngayon si Pacquiao sa Tacloban City bago ang kanyang grand rally dito. #BilangPilipino2022
@onenewsph
@News5PH",mongualvez,4/27/2022
"“Citizens have the right to call out, put to task and hold accountable the government that they appointed to serve them. Government must, at all times, be answerable to the people."" #BilangPilipino2022",interaksyon,4/27/2022
"LOOK | Sitwasyon sa RTR Plaza sa Tacloban kasabay ng pangangampanya ni Sen. @MannyPacquiao
sa lugar. #BilangPilipino2022
@onenewsph
@News5PH
@TV5manila",mongualvez,4/27/2022
"Possible endorsement of Bongbong Marcos by President Duterte in the planned joint UniTeam-PDP Laban rally in the works, Cabinet Secretary and PDP SecGen Melvin Matibag reveals to Philippine Star #BilangPilipino2022",PhilippineStar,4/28/2022
Game na game si Maine Mendoza nang sumama siya motorcade ng boyfriend na si Arjo Atayde na kumakandidatong kongresista sa District 1 ng Quezon City. #BilangPilipino2022,PilStarNgayon,4/27/2022
Vote buying and vote selling are considered election offenses under the Omnibus Election Code. #BilangPilipino2022,interaksyon,4/27/2022
"“Share ko na rin ang dalawa sa nakakatawang posters(?) na nakita namin kanina 😂,” his caption read. #BilangPilipino2022",PhilippineStar,4/27/2022
"Sinimulan na ang botohan para sa mahigit 84,000 local absentee voters mula sa gobyerno, mga pulis at sundalo, at ilang taga-media. Ginagawa ang local absentee voting para sa mga hindi makaboboto sa mismong araw ng eleksyon. #BilangPilipino2022",News5PH,4/28/2022
"""Contrary to the comments to the comments on social media, the verbal attack was unprovoked, and the edited/spliced videos that show otherwise do not indicate what truly happened."" #BilangPilipino2022",PilStarNgayon,4/27/2022
"Pre-election surveys create a mind-conditioning effect on voting preferences, but OCTA's Dr. Ranjit Rye and Pulse Asia's Ana Maria Tabunda reiterate that these should not be the primary basis in choosing a candidate. #BilangPilipino2022",onenewsph,4/28/2022
Marcos: I’m still hoping kase malaki tiwala ng tao sa kanya at ang endorsement nya malaki maitutulong nyan. We’re crossing our fingers that he will endorse us. #BilangPilipino2022,PhilippineStar,4/27/2022
"Supporters of presidential candidate and Manila Mayor Isko Moreno, led by the President Isko Movement (PRIMO ISKO), hold protest at the Boy Scout Circle in Quezon City to demand the Marcos family to pay P203 billion estate tax liability @News5PH
@onenewsph
#BilangPilipino2022",JCCosico,4/27/2022
"COMELEC-NCR closes the window for local absentee voting with a 96.9% voter turnout, their highest so far. Out of 815 media workers approved as local absentee voters, 784 showed up to cast their votes. #BilangPilipino2022 (via News5/Greg Gregorio)",onenewsph,4/29/2022
"Presidential bet @iampinglacsonbelieves they were able to convert voters here in Bicol to vote for them though Bicol is known to be Leni country.""Bicol region,in it is entirety hindi Leni country.Of coure everything will depend on May 9.""@News5PH@onenewsph#BilangPilipino2022",maeannelosbanos,4/29/2022
"COMELEC shares these tips to minimize COVID-19 transmission while voting in the May 9 elections. While the poll body has set an isolated polling booth for those with fever, DOH recommends voters to stay at home if they are experiencing symptoms of COVID-19. #BilangPilipino2022",onenewsph,4/29/2022
