Method,Tweet,Username,Dates
Manual,"GOOD MORNING PHILIPPINES
and to OUR 17TH PRESIDENT MR. @bongbongmarcos
❤️✌️
and VICE-PRESIDENT @indaysara
👊💚
Sarap TALAGA sa FEELING Kahit 3 oras lang tulog mabantayan lang ang #Halalan2022",@sio_92,5/9/2022
Manual,"Replying to @BIENsays
Putcha! Bigla akong naiyak ngayon. Nagsink in na sa akin lahat ng sakripisyo at pagod ko para sa #Halalan2022 #LeniKikoAllTheWay #Ipana70Na10ParaSaLahat",@BIENsays,5/9/2022
Manual,"Regardless of faith, my dua (prayer in Islam) is also with you po. #Halalan2022",@AlimMYasin,5/9/2022
Manual,"It's D-Day! Most of us are actually anxious and worried since the campaign has started. For your weary and anxious heart, may you find peace knowing that you have bravely fought for the most deserving leader. #Halalan2022",@gelousunshines,5/9/2022
Manual,GOD KNOWS WHAT HE’S DOING TRUST HIM 🙏🏻 #Election2022PH #Halalan2022,@Drian_Bautista,5/9/2022
Manual,"Thank you for giving us hope and the strength to fight & stand up for what's right for the country & the Filipino people. Thank you for pushing us out of our comfort zones. Thank you for the fighting chance, VP @lenirobredo
& Sen @kikopangilinan
. 🌸❤
#Eleksyon2022 #Halalan2022",@jeremyceriales,5/9/2022
Manual,Sana panaginip lang to no? Pero hindi. Ito na ang realidad na ginawa ninyo para sa lahat. Sana tama kayong pinili niyo sya. Tang ina. #Halalan2022 #HalalanResults #Eleksyon2022,@kingelldon,5/9/2022
Manual,Nakakahiya maging PINOY pano magpalit ng lahi??? 🤦🏻‍♂️ #Halalan2022,@Haimeexx,5/9/2022
Manual,I'm excited to give my first time vote this election for the deserving ones. #Eleksyon2022 #Halalan2022 #Ipana7oNa10ParaSaLahat,@aeiousgrey,5/9/2022
Manual,"Today, I voted with not only my future in mind but also the future of everyone else.
#Halalan2022 #Eleksyon2022",@theobscureme,5/9/2022
Manual,"A woman in her 40's sat beside me and said:
""Tayo lang yung Leni dito no? You're a first-timer? That's good. The youth is amazing.""
Let us not waste this opportunity people. Vote Wisely 🌷
#Halalan2022",@Bongoneko,5/9/2022
Manual,"Our chance to make our future better has already come. Today is your chance, besties! Vote for someone who genuinely loves our country and the people. Let’s hope that the people who will win this election is the one who deserves it.
#Halalan2022",@teamfcdbisdak,5/9/2022
Manual,"This election is fishy and we all know it. The gap between the two leading presidential candidates is so wide; and it kept a consistent ratio all throughout the updates. May PPCRV help us for a good plot twist, gumising ka, Pilipinas.
#Halalan2022 #Leni #PPCRV",@anonymityyyy_,5/9/2022
Manual,"lots of prayers, and miracles do happen 🙏🏻💖
#SwitchToLeni #LeniKiko2022 #LeniRobredoForPresident #KikoForVicePresident #Halalan2022 #Eleksyon2022 #VoteSAFEPilipinas",@altMEbro,5/9/2022
Manual,"The whole world has its eye on us. History has its eye on us.
But we are unseeing.
#Election2022PH #Halalan2022",@FritziFries,5/9/2022
Manual,"LOOK: Celebrity host Mariel Rodriguez done casting her vote. | via @reymadeveza
#Halalan2022 (Photo: IG/Mariel Rodriguez)",@ABSCBNNews,5/9/2022
Manual,"As voting precincts open, some supposed Board of Election Inspectors in about 47 clustered precincts in BARMM have backed out as a consequence of threat. #Halalan2022",@HiLitesASHS,5/9/2022
Manual,"PERO SAANG MGA LUGAR NGA BA NANGGALING ANG MGA BOTO NA YON? @COMELEC
#Halalan2022",@gonzalesxnelson,5/9/2022
Manual,"Diba sabi eh 21M daw talaga ang boto ni PRRD last 2016 election?
O ayan, si BBM 22.4M na. #Halalan2022 #Eleksyon2022",@Hahadoukengina,5/9/2022
Manual,LET’S GO OUT AND VOTE #Halalan2022,@ohmyj3nnie,5/9/2022
Manual,"ang daming aberya maghapon pero ang bilis ng turnout ng votes? ano yun?
#Halalan2022",@notcrysss,5/9/2022
Manual,"Lord, have mercy on our Nation. #Election2022PH",@eugene_arcay,5/9/2022
Manual,"Replying to @HiLitesASHS
JUST IN: Presidential aspirant Ferdinand Marcos Jr. has casted his vote in Batac, Ilocos Norte #Halalan2022",@HiLitesASHS,5/9/2022
Manual,Ngayon niyo sabihin na masaya kayo. Hindi pa dito nagtatapos ang laban. Simula pa lang ito. #Halalan2022 #PhVote,@niel_harv,5/9/2022
Manual,"LOOK: Wes Gatchalian leads the #Halalan2022 mayoral race in Valenzuela City after the 100% transmission of election returns.
For more #HalalanResults, visit http://halalanresults.abs-cbn.com",@ANCALERTS,5/9/2022
Manual,"36 years apart
#Halalan2022",@eggwardj,5/9/2022
Manual,"#Eleksyon2022 #Halalan2022 @ABSCBNNews
@gmanews
@newsdwight
@krixiasINQ",@peggyscdp,5/9/2022
Manual,"anong klaseng bansa to!!??
#Halalan2022 #Eleksyon2022",@aeiou_gae,5/9/2022
Manual,"LOOK: Re-electionist Jerry Dalipog leads #Halalan2022 Gubernatorial race in Ifugao as of 3:02 a.m., Tuesday, May 10.
For more #HalalanResults, visit http://halalanresults.abs-cbn.com",@ANCALERTS,5/9/2022
Manual,OMG. GUYS WE HAVE A BIG ASS CHANCE. These are polls but look at the numbers. 😭 KAKAMPINKS ARE JUST GETTING STARTED!!! #ipanalonana10to #LeniKiko2022 #Halalan2022,@minayeontrash,5/9/2022
Manual,"PLEASE LANG VOTE WISELY, it's for our country, our progress and our future 🇵🇭
#Election2022PH #Election2022 #Halalan2022",@b_katherene,5/9/2022
Manual,"The whole world has its eye on us. History has its eye on us.
But we are unseeing.
#Election2022PH #Halalan2022",@FritziFries,5/9/2022
Manual,May we make good choices today. Laban Pilipinas! God bless us all. 🇵🇭 #Halalan2022,@kimcamilla,5/9/2022
Manual,"Ang hirap matulog noh 🤣
#Eleksyon2022 #HatolNgBayan2022 #Halalan2022",@sio_92,5/9/2022
Manual,"After counting 50 ballots (partial, unofficial) in precinct no. 1 in Philippine Embassy-The Hague (Netherlands)
PRESIDENT:
Robredo - 25
Marcos - 22
Moreno - 2
De Guzman - 1 VICE PRESIDENT:
Duterte - 24
Pangilinan - 21
Ong - 4 via @jofelle
. The Hague, Netherlands #Halalan2022",@TFCNewsNow,5/9/2022
Manual,"Lord, Filipinos have fought a hard fight during the campaign rallies. We went out to the streets, talk to countless people and battle fake news in social media. Today is the real fight. Today sets the tone of politics in the Philippines. Thy will shall be done.
#Halalan2022",@Strawsy13,5/9/2022
Manual,i did my part. i am hoping for the best 🌸🌾 #Halalan2022,@choicalete,5/9/2022
Manual,Pilipinas ang matatalo hindi si VP Leni Robredo. #Eleksyon2022 #Halalan2022 #PhilippineElections2022,@Boloyboloyboloy,5/9/2022
Manual,"Guys! Pag nagloko machine do these:
1) Make a manifestation na sila magpapasok ng ballot, that your ballot is untainted, unmarked, walang punit.
2) Make an option: wait or allow the EB to feed the ballot at the closing (yes, closing pa).
Don’t panic. Kalma tayo. #Halalan2022",@avocadonvdd,5/9/2022
Manual,"Replying to @manilabulletin
#Election2022PH As of May 10 2022 00:17
#Eleksyon2022 #Halalan2022 #GoogleTrendsVsSurvey
#Philippines",@orapips,5/9/2022
Manual,"#Halalan2022 #Ipana7oNa10ParaSaLahat #KulayRosaAngBukas
Quote",@your_moon21,5/9/2022
Manual,"Happy Election Day, Pilipinas!!! Go out and vote. After nito, wala ng tulugan muna.👁👁 Praying for an honest, peaceful and safe elections. #Halalan2022",@gigaigurlmd,5/9/2022
Manual,"Sabi ko kailangan ko ng Beauty Sleep pero mejo ngayon nagsi-sink in yung kaba ko PERO okay lang yan, we already did what we can, I rest the election on Jesus' Hands. We claim a safe and honest #Halalan2022.",@luhantheworld,5/9/2022
Manual,"Haaay naku. 🤡🤡🤡 #Halalan2022
Quote",@robert1001smith,5/9/2022
Manual,Sara can sleep with peace in mind na. #sara #vicepresident #PhilippineElections2022 #Halalan2022,@louisensations_,5/9/2022
Manual,"Done Voting!
#Halalan2022",@ayreen23,5/9/2022
Manual,"Francine Diaz , vote done ✓
vote wisely 🇵🇭 !!!
#Halalan2022",@kapamilyas_2,5/9/2022
Manual,"Godbless Philippines🤍🇵🇭
#Eleksyon2022 #Election2022PH",@mxrayaaaa,5/9/2022
Manual,"Will remind again:
If makita niyo ang esbi today wag na nating dumugin. Let them be ordinary citizens today. The election is bigger than being A'Tin, you are a Filipino today. Let's keep each other safe. Ingat 🙏
#Halalan2022",@joshxjah,5/9/2022
Manual,Go out and vote! #Halalan2022,@vnssmdln,5/9/2022
Manual,"As of 12:02AM, narito ang partial, unofficial result ng mayoral at vice mayoral race sa Parañaque City.
Total ERs processed: 95.42%
#ToniteNews
#BO2KO2
#Halalan2022
#AbantePilipinas
#Eleksyon2022",@AbanteNews,5/9/2022
Manual,"This is not just a music video. This was real. This is OUR STORY. For 4 days, the whole world watched as we peacefully overthrew the dictatorial regime of Ferdinand Marcos . A bloodless revolution Let’s not erase this part of our HISTORY as Filipinos
#Election2022PH",@forgwenandblake,5/9/2022
Manual,"Bangong na Pilipinas!🇵🇭
Let's all go out and exercise our right to vote today. #LetLeniKikoLead2022 #Halalan2022",@nuripet,5/9/2022
Manual,"Naguluhan ata ako sa tweet ko😬😁😂
Basta: THE FUTURE IS FEMALE!
THE LAST MAN STANDING IS A WOMAN! #Halalan2022 #LeniKiko",@reallyrabbit,5/9/2022
Manual,"I did it !! vote wisely everyone :)
#Eleksyon2022 #Election2022PH #Halalan2022",@dreyanns,5/9/2022
Manual,"Balikan ang mga maiinit na kaganapan sa Europe, Middle East, at Africa ngayong Halalan 2022.
#TFCNews #Halalan2022 https://youtu.be/ILsEJS7VO2o",@TFCNewsNow,5/9/2022
Manual,"📍 be attentive of your surroundings
📍 do not accept any campaign or suspicious materials
📍 do not engage with unauthorized individuals inside the poll station that may influence your vote
📍 report any strange occurences
Stay safe #Halalan2022",@luhantheworld,5/9/2022
Manual,"Paayaw-ayaw pa itong si @COMELEC
maglapag kagabi eh… Sabay buhos ng bulto-bultong boto. Buang din eh!😅😝
#Halalan2022",@Jjcruz14,5/9/2022
Manual,"May we remember that we’re not just voting for a candidate, we’re actually voting for our future. May God bless this election. God bless the Philippines.
#Election2022PH",@yoonjincowards_,5/9/2022
Manual,"MAHAL PA RIN KITA PILIPINAS KAHIT MAHIRAP. Yan ang tunay na simbolo ng pagmamahal - SAKRIPISYO. 🌷
#Halalan2022
#PilipinasKongMahal",@LukeNonato,5/9/2022
Manual,"Congratulations our newly President of 2022. President Ferdinand Romualdez Marcos Jr. ❤🇵🇭
@bongbongmarcos
#bongbongmarcos
#Halalan2022 #MarcosIsBack",@BUNNYIV01,5/9/2022
Manual,"Hello, may statement na ba si @COMELEC
about dun sa mga glitching na nangyayare? :)) #Halalan2022",@Iloveyouseven_,5/9/2022
Manual,"LOOK: Re-electionist Malou Cayco leads #Halalan2022 gubernatorial race in Batanes, as of 3:02 a.m., Tuesday, May 10.
For more #HalalanResults, visit http://halalanresults.abs-cbn.com",@ABSCBNNews,5/9/2022
Manual,"If wala kang pake at nagpapabayad ka ng boto mo, tandaan niyo yung P500/P1k na binigay sainyo ubos agad yan. Yung corrupt, trapo, o magnanakaw na binoto niyo.. ayun, mayaman, nakaupo for 6 years, at wala nang pake ulit sainyo. No to vote buying! Vote Wisely! 🇵🇭💖 #Halalan2022",@kaaaaayyne,5/9/2022
Manual,"Tapos biglang lumabas si VP Leni sa balkonahe at:
Don't cry for me ""Pilipinas"" The truth is I never left you All through my wild days
My mad existence I kept my promise Don't keep your distance
🌷🌷🌷
#LabanPilipinas
#LeniLiwanagSaDilim
#Halalan2022",@LukeNonato,5/9/2022
Manual,Lessons of #Halalan2022,@edupunay,5/9/2022
Manual,Arthur Defensor enjoying big lead in Iloilo gubernatorial race #Halalan2022,@ANCALERTS,5/9/2022
Manual,another reminder to vote wisely #Halalan2022,@crowsziraphale,5/9/2022
Manual,This is the day. #Halalan2022,@LauvMe31,5/9/2022
Manual,Good morning ☺️ Vote wisely! #Halalan2022,@MACkimtaehyung,5/9/2022
Manual,"Now the long wait begins.
#Halalan2022",@eggwardj,5/9/2022
Manual,"Praying for a safe, peaceful and honest election 🙏
#Halalan2022",@meynDEIcm,5/9/2022
Manual,ESTRADA? HAHAHAHA Ano nangyari pilipins? #Halalan2022,@_depressedb1tch,5/9/2022
Manual,kailangan pa gumising ng maaga mamaya pero my anxiety is keeping me awake 🥹 #Halalan2022,@akiraspberry,5/9/2022
Manual,"Please Lord 🙏 honest, safe, clean and peaceful election to the whole Philippines 🇵🇭
❤💚✌ 👊 #Halalan2022 #Eleksyon2022 #PiliPinas2022",@LebAckerman08,5/9/2022
Manual,Goodluck VP #Eleksyon2022 #Halalan2022 https://twitter.com/kads_santos/status/1523694713542365184,@BROnnyjameS001,5/9/2022
Manual,"PH🇵🇭 Election Day! To anyone who needs to know their precinct number, you can search and find it here: https://voterverifier.comelec.gov.ph/voter_precinct
#Eleksyon2022",@endiiigosh,5/9/2022
Manual,"PPCRV expects election returns by 9 pm | The Varsitarian
#Eleksyon2022 #Halalan2022",@AndreelRaagas,5/9/2022
Manual,"Gusto ng pagbabago, ayaw sa corrupt. Pero ang mga binoto pag hindi TRAPO, CORRUPT. NAKAKAHIYA MAGING PILIPINO. #Halalan2022 #Eleksyon2022",@Haimeexx,5/9/2022
Manual,"Good morning from Naga City, Philippines! Voting precincts have officially opened. Vice President @lenirobredo
’s daughters are expected to vote here. We will follow the VP later. @ANCALERTS
#Halalan2022",@anthesguerra,5/9/2022
Manual,"glad i voted first time with my mother and my sister, for a better future PH #Ipana10NatinParaSaLahat #Halalan2022 #Eleksyon2022",@ced_dalvin,5/9/2022
Manual,"The key takeaway in this #Halalan2022 Our country's reality is saddening. We want to change, but most people choose actors/plunderers/liars over qualified professionals to rule the nation.",@thoughtsbygee,5/9/2022
Manual,"Replying to @nytimes
The world is watching Philippines, don't mess this once in a lifetime moment 😭🌸
#Halalan2022 #Eleksyon2022 #VoteSAFEPilipinas",@aeiou_gae,5/9/2022
Manual,Monday pa lang. Pero hindi tayo mapapagod #ExtendHalalan2022 #ExtendVotingHoursPH #Halalan2022 #Eleksyon2022,@eggsyweggsies,5/9/2022
Manual,Some were carrying fire 🔥 lit sticks na parang mga village mobs with their pitchforks on them... 😂 #Halalan2022. Mob mentality in the making talaga. Never learned. Freedom of religion naman dyan.,@AlimMYasin,5/9/2022
Manual,"Joining Bongbong Marcos is his son, Sandro Marcos, his sister Irene, as well as incumbent Ilocos Norte Gov. Matthew Marcos Manotoc. | via @joycebalancio
#Halalan2022 For more #HalalanResults, visit http://halalanresults.abs-cbn.com",@ANCALERTS,5/9/2022
Manual,"“There are decades where nothing happens; and there are weeks where decades happen” – Vladimir Lenin.
Although the quote was not meant for the context of election, it is now relevant: our vote is not just ours, it is for people's resistance against one's return! #Halalan2022",@thejpes1987,5/9/2022
Manual,"Presidential candidate Vice President Robredo's daughters Aika and Tricia are at the Tabuco Central School in Naga, Camarines Sur to cast their votes. @TheManilaTimes
#Eleksyon2022 #Halalan2022 #2022elections #phvote",@tmtreina,5/9/2022
Manual,The fact that the whole world is watching and they recognize and heard the cries of Filipinos who's scared for their future & hungry for good governance BUT their own country doesn't and even deemed these people as 'brainwashed' who don't know the 'real' history. #Halalan2022,@kaedeharazushi,5/9/2022
Manual,"Replying to @MinRanda10
PH Election Day
If you are still about to vote and have not completed your list of Senators yet, please consider the ff people:
6 Balita, Carl
23 Eleazar
29 Gadon
40 Legarda
48 Padilla, Dra. Minguita
50 Panelo
52 Piñol
54 Roque
57 Teodoro
62 Villar
#Eleksyon2022
#Halalan2022",@MinRanda10,5/9/2022
Manual,"off Do not put the blame to the voters or to pandemic occurrence, it’s the defected VCMs that caused a lot of voters not making it to the cut off #Halalan2022 #Eleksyon2022 #VoteReportPH #Election2022PH",@waltzjces,5/9/2022
Manual,"The past years during Election day, maaga nagigising nanay at tatay ko para maaga rin sila makaboto. Ngayong araw, maaga pa rin naman sila gumising pero hindi na para maagang makaboto. 😅 Mukhang 'Team After Lunch' na rin sila gaya ko at ng kapatid ko. 😂
#Halalan2022",@fallintosnow,5/9/2022
Manual,"Happy Election Day, Pilipinas!!! Go out and vote. After nito, wala ng tulugan muna.👁👁 Praying for an honest, peaceful and safe elections. #Halalan2022",@gigaigurlmd,5/9/2022
Manual,Go out and vote please #Halalan2022,@Kathrina0130,5/9/2022
Manual,Eyyy. 3 votes for UNITEAM. Tapos na yung sampu sa bahay hahahaha more to come for BBM. LEZZGO. Walang tulugan today. #Halalan2022 #MarcosDuterte2022 #BringBackMarcos #BBMSaraUNITEAM PULA ANG PILIPINAS MANANALO TAYO Check your resibo.✨,@Breyaneya,5/9/2022
Manual,"Extension ng botohan tinabla
https://abante.com.ph/extension-ng-botohan-tinabla/
#TunayNaTabloidista #AbanteNews
#BO2KO2
#AbantePilipinas
#Halalan2022
#Eleksyon2022",@AbanteNews,5/9/2022
Manual,"Sitwasyon sa St. Jude College Dasmariñas Cavite Tatlong Barangay Ito Salitran I Salitran II Salitran III @ABSCBNNews
@News5PH
@GMA_PA
#Halalan2022 #Eleksyon2022 #Desisyon2022 #HatolNgBayan",@AhmeerShan,5/9/2022
Manual,"😢 Thank you Yorme sa care and love mo para sa Pilipino #President3Isko #Eleksyon2022 #Halalan2022
Quote",@mxcachu,5/9/2022
Manual,"As expected. Congratulations Naga City. Sanaol! May the fire of critical opposition conitnues. #Halalan2022
https://twitter.com/wxiaong/status/1523661342145937408?s=20&t=1FzauMr1gYZiiFgSYm5fNw",@TweetsNiQuincy,5/9/2022
Manual,ANG PRESIDENTE! LENI ROBREDO! BISE PRESIDENTE! KIKO PANGILINAN! #Halalan2022,@giancart4u,5/9/2022
Manual,"Hello,,, can anyone please confirm if pede mag bigay ng fliers on the voting day? #Halalan2022",@sonejajhez,5/9/2022
Manual,"So ayun nakapag desisyon na ako na 2 years ako sa New Zealand para maging baka, 2 years sa Australia para maging Kangaroo at 2 years sa Canada para maging Polar Bear😂💪🌷🇵🇭.
#Halalan2022 #kakampinks #AYOKONA",@Cytn199x,5/9/2022
Manual,"Iilang botante palang ang nagtungo sa Daniel R. Aguinaldo National High School sa Davao City dahil sa pag-ulan mula pa nitong Lunes ng madaling araw. | via @ChrislenBulosan
#Halalan2022",@ABSCBNNews,5/9/2022
Manual,"Wow! Iba talaga pag homebase ang laki ng bigayan 🤡 #Halalan2022
Quote",@IWasRooting4,5/9/2022
Manual,"Replying to @_katrinadomingo
Former Pasig Rep. Dodot Jaworski proclaimed as city vice mayor #Halalan2022",@_katrinadomingo,5/9/2022
Manual,"clean and honest election please!!
#Halalan2022",@haeayieee,5/9/2022
Manual,"A lot of sample ballot was being handed out to voters at Epifanio Delos Santos Elementary School at District 5, Manila, Metro Manila #Halalan2022 #Eleksyon2022",@gigaigurlmd,5/9/2022
Manual,18M to 11m real quick? Make it make sense. #Halalan2022,@meiyumei279,5/9/2022
Manual,"LOOK: Voters from Dasmariñas East National High School (DEHNS), DBB-C, Dasmariñas, Cavite also lined up as early as 6:00 AM. #Halalan2022",@heraldofilipino,5/9/2022
Manual,"Salamat po. Sana magpatuloy po kayo sa paglingkod 😢 thank you so much Isko! Hndi man ako taga-Maynila, naniniwala ako sayo. Hays. #President3Isko #Eleksyon2022 #Halalan2022",@mxcachu,5/9/2022
Manual,done voting! pls pls sa mga hindi pa nakakaboto pls vote wisely! #Halalan2022 #Eleksyon2022 #VoteSAFEPilipinas,@beombeompaws,5/9/2022
Manual,"As voting precincts open, some supposed Board of Election Inspectors in about 47 clustered precincts in BARMM have backed out as a consequence of threat. #Halalan2022",@HiLitesASHS,5/9/2022
Manual,"After 3hrs sa pila, finally I'm done voting. Mahalaga ang boto Ng bawat Isa so vote wisely.
Stay safe 🇵🇭
#Halalan2022",@dyrenskie,5/9/2022
Manual,Praying for a CLEAN and SUCCESSFUL ELECTION ❤️🙏🏼 #Halalan2022,@iam_annsuzaine,5/9/2022
Manual,"Replying to @ABSCBNNews
and @willardcheng
Senator Ping Lacson has just finished voting | via @willardcheng
For more #Halalan2022 stories, visit http://news.abs-cbn.com/halalan2022",@ABSCBNNews,5/9/2022
Manual,"Last days in the province and spending one of it in exercising my right to suffrage. Praying for a peaceful election. 🙏 Also,hello to my ate in the green dress. You made it to twitter,finally! 😂
#Halalan2022",@AstridFRG,5/9/2022
Manual,"Done voting after two and a half hours.
#Halalan2022",@_SecretAlly_,5/9/2022
Manual,"Replying to @ABSCBNNews
and @RayaCapulong
Di ba talaga sealed yung lagayan ng receipts? #Halalan2022",@wcpetjr,5/9/2022
Manual,#Halalan2022 #LeniRobredoForPresident,@mockingjames14,5/9/2022
Manual,From #LeniKikoMitingDeAvance sa Makati. Thank youuuuu 💕🌺 #SwitchToLeni #Halalan2022,@meiyumei279,5/9/2022
Manual,"LOOK: Board of canvassers officially proclaim Abby Binay as the frontrunner of the #Halalan2022 mayoral race
This marks Binay’s third and last term as the city’s mayor | via @annacerezo_
Visit http://halalanresults.abs-cbn.com
for the partial and unofficial tally. #HalalanResults",@ABSCBNNews,5/9/2022
Manual,Pa-reserve ng pila #Halalan2022,@halloman,5/9/2022
Manual,VOTE WISELY!!! #Halalan2022,@haeayieee,5/9/2022
Manual,"The firm is specializes in online media, strategy, and fundraising for Republican political candidates, advocacy organizations, associations, and non-profits. So why not respecting to each others decision nalang diay diba? Wa jud tali away.
#Halalan2022",@DucotJamaica,5/9/2022
Manual,I hate people na sila na ung mali sila pa yung may ganang magalit. I stood up when the pasaway na voter thought na maloloko niya ung mga watchers na deleted na. Kaya maging alerto po at stand up for what is right. #Halalan2022,@willterwonder,5/9/2022
Manual,"So you're telling me you had three years to prepare for this election and yet your machines continue to fail and your contingency plans don't work? Anona @COMELEC
Filipinos deserve a better system than this. #Halalan2022",@itspaorosello,5/9/2022
Manual,"Talaga ba #CebuIsPink?
#Halalan2022 #Eleksyon2022 #Election2022PH",@Hahadoukengina,5/9/2022
Manual,"IT’S OFFICIAL: BBM IS THE 17th PRESIDENT OF THE PHILIPPINES! 🇵🇭
93.21% of the votes have been returned and we are waiting for just <15M more votes. BBM got >15M votes vs Leni. Even if the latter gets the remaining 15M unreturned votes, lamang pa din si BBM! ✌🏾♥️
#Halalan2022",@kervin_dy,5/9/2022
Manual,"friends and filo twitter moots 🇵🇭
PLEASE vote wisely. The hope of our future is in our hands. Take the time to read and educate ourselves before we head out to vote. God bless our country.
#Halalan2022",@litolayl,5/9/2022
Manual,Today is the Day where we decide the fate of our nation! Please execise your right to vote! Vote wisely! #Election2022PH,@itsmesexylui,5/9/2022
Manual,"Meron, yung pinangakoan nya na pabahay #Eleksyon2022 #Halalan2022
Quote",@BROnnyjameS001,5/9/2022
Manual,Voter turnout is huge. Queue to get inside Culiat Elementary School is almost 700m long (7:30am) #Halalan2022,@PoorPilot,5/9/2022
Manual,"Buti pa yung Pasig, dilat ang voters
#Halalan2022",@lunalovebad6,5/9/2022
Manual,"#Halalan2022
Quote",@your_moon21,5/9/2022
Manual,"Tapos biglang lumabas si VP Leni sa balkonahe at:
Don't cry for me ""Pilipinas"" The truth is I never left you All through my wild days
My mad existence I kept my promise Don't keep your distance
🌷🌷🌷
#LabanPilipinas
#LeniLiwanagSaDilim
#Halalan2022",@LukeNonato,5/9/2022
Manual,Cancel culture cancelled the losers of the election #Halalan2022 #Eleksyon2022,@x_scytherage_x,5/9/2022
Manual,"Paano pala ung mga murals sa mga pader?
Pipinturahan na ulit? Hahaha.
#Halalan2022 #Eleksyon2022",@Hahadoukengina,5/9/2022
Manual,Hoping and praying for an honest and peaceful #Election2022PH. 🙏🇵🇭,@arenmaridin,5/9/2022
Manual,"GOD HELP US DELIVER OURSELVES FROM EVIL
#Halalan2022 #PHVote #BilangPilipino2022 #WeDecide",@easy_jonathan,5/9/2022
Manual,"Inday Sara: Hatol ng bayan tanggapin basta walang dayaan
https://abante.com.ph/inday-sara-hatol-ng-bayan-tanggapin-basta-walang-dayaan/
#TunayNaTabloidista #AbanteNews
#BO2KO2
#AbantePilipinas
#Halalan2022
#Eleksyon2022",@AbanteNews,5/9/2022
Manual,"Shout out sa mga hindi makatulog sa kakaisip sa magiging result ng election mamaya😭
#Halalan2022 #Eleksyon2022",@urteume4ever,5/9/2022
Manual,"As we cast our votes this #HALALAN2022 , remember to vote wisely! 🇵🇭
Your vote represents not just yourself, but our fellow people. Your ballot will mean the difference between a bright future and the same old, same old (or even worse).",@blueandgoldph,5/9/2022
Manual,"Replying to @ANCALERTS
and @jekkipascual
Voting has begun at Tenement Elementary School in Taguig. Senior citizens, PWD were the first ones to enter the school. | via @jekkipascual
For more #Halalan2022 stories, visit http://news.abs-cbn.com/halalan2022",@ANCALERTS,5/9/2022
Manual,"64-year-old Agusto Fabello, who has suffered from stroke due to hypertension, was pushed on his wheelchair from their home in a nearby rice field to be able to cast his vote at Carangcang ES in CamSur.
“Nahirapan ako, pero importante talagang bumoto ako."" | @wenacos
#Halalan2022",@ABSCBNNews,5/9/2022
Manual,"Heading out to vote. Good luck Philippines!
#Ipana7oNa10ParaSaLahat #LeniKiko2022 #Halalan2022",@Archi_Bobb,5/9/2022
Manual,Anong oras kaya ako makakaboto dito sa Llavac? #Halalan2022,@liensearchnar,5/9/2022
Manual,"Please wag maging BOBOtante ah?
#Halalan2022 #VoteWisely",@Its_ChrisRainer,5/9/2022
Manual,#Halalan2022,@mklarizz,5/9/2022
Manual,"The Philippines on Monday began its ""historic"" national and local elections, the first since a global health pandemic broke out 2 years ago, with over 18,000 positions up for grabs. #Halalan2022",@ANCALERTS,5/9/2022
Manual,"Some people logic nowadays. Kung dictator Tatay mo, dictator ka rin. Kung irresponsible Tatay mo, irresponsible ka rin. Kung di nakatapos ng pag-aaral Tatay mo, di ka rin makapagtapos ng pag-aaral. Kung kreminal Tatay mo, kreminal ka rin. #Halalan2022ph
#Halalan2022",@louisensations_,5/9/2022
Manual,"Replying to @BTSARMY_QCPH
Today is a big day for our country. Be wise and practice careful and critical discernment before shading. Let’s get that vote out and let our voices be heard. Vote with the Filipino people at heart! 💜
Borahae! 🥰
#Halalan2022",@BTSARMY_QCPH,5/9/2022
Manual,"WATCH: Authorities are reminding voters to queue properly and maintain physical distancing.
BARMM has one of the lowest vaccination rates vs COVID-19 in the country. | via @jeffcanoy
For more #Halalan2022 stories, visit http://news.abs-cbn.com/halalan2022",@ANCALERTS,5/9/2022
Manual,"To all the voters out there, please vote for someone who will never betray you at the end. We all know what we deserve, so let's vote for the betterment of our country. Do not just vote wisely, but also vote conscientiously. Get that GOOD GOVERNANCE we deserve! #Halalan2022",@callmemingyu,5/9/2022
Manual,Haist kahit klan tlga ang gulo ng election day lol #Halalan2022,@hayhayhay_13,5/9/2022
Manual,"Minting of #NFTs continues! Get one of the best Master Miner NFTs so you can enjoy the #Mineverse gameplay. 💯
It's going to be the biggest mining game that will launch soon! Don't miss out, @kokid951
and @NFTismagic. 🤩
#NFTGame #metaverse $MNET #HALALAN2022",@jhope1895,5/9/2022
Manual,"I’m sorry lola, that I failed to fight for the future the you wanted. I’m sorry that I failed you and lolo, that despite all the lessons and stories you shared, naging mang mang ang mga tao. #Halalan2022 #HalalanResults#HalalanResults",@madanmzz,5/9/2022
Manual,"D-DAY!!!!! Go out and vote and stay safe!!!!! Choose wisely, Philippines! #Halalan2022",@prims525,5/9/2022
Manual,"VERY TIMELY EDIT 🔥 Also, let's vote wisely this #HALALAN2022",@herepiphany_,5/9/2022
Manual,Voters line up at the Mobo Elementary School in Kalibo at 7:17 a.m. to cast their vote. #Vote2022 #Eleksyon2022 (Photos by Ahmed Khan C. Cayongcat/ The Varsitarian),@varsitarianust,5/9/2022
Manual,"Replying to @_katrinadomingo
Pasig Vice Mayor Iyo Bernardo’s supporters hold a midnight protest outside the City Hall as they question Sotto’s impending landslide win.
Crowd chants “Manual! Manual!” As Bernardo and his camp considering filing a petition to manually recount votes in Pasig. #Halalan2022",@_katrinadomingo,5/9/2022
